system_name,system_family,n_textos,sari_self_refine,bleu_self_refine,bertscore_f1_self_refine,rouge1_f,rouge2_f,rougeL_f_self_refine,fernandez_huerta_pred,fernandez_huerta_src,fernandez_huerta_delta,inflesz_pred,inflesz_src,inflesz_delta,compression_ratio_eval_self_refine,sentence_splits,levenshtein_similarity,exact_copy_self_refine,additions_proportion,deletions_proportion,leader_score_self_refine,rank_leader_score,norm_sari,norm_bleu,norm_bertscore_f1,norm_rouge1_f,norm_rouge2_f,norm_rougeL_f,norm_fernandez_huerta_pred,norm_inflesz_pred,norm_exact_copy,norm_compression_ratio_eval,norm_leader_score,aux_quant_score,score_cuantitativo_integral_100_self_refine,rank_cuantitativo_integral,n_textos_cualitativos,score_cualitativo_promedio_1_5,score_cualitativo_mediano_1_5,score_cualitativo_min_1_5,score_cualitativo_max_1_5,score_cualitativo_promedio_100_self_refine,textos_con_regla_cero,promedio_fidelidad,promedio_comprension,promedio_fluidez,promedio_lexico,promedio_tono,promedio_estructura,promedio_numeros,rank_cualitativo,score_final_integral_100_self_refine,rank_final_integral,base_system_name,version,system_name_baseinfo,system_family_baseinfo,n_textos_baseinfo,sari_base,bleu_base,bertscore_f1_base,rouge1_f_baseinfo,rouge2_f_baseinfo,rougeL_f_base,fernandez_huerta_pred_baseinfo,fernandez_huerta_src_baseinfo,fernandez_huerta_delta_baseinfo,inflesz_pred_baseinfo,inflesz_src_baseinfo,inflesz_delta_baseinfo,compression_ratio_eval_base,sentence_splits_baseinfo,levenshtein_similarity_baseinfo,exact_copy_base,additions_proportion_baseinfo,deletions_proportion_baseinfo,leader_score_base,rank_leader_score_baseinfo,norm_sari_baseinfo,norm_bleu_baseinfo,norm_bertscore_f1_baseinfo,norm_rouge1_f_baseinfo,norm_rouge2_f_baseinfo,norm_rougeL_f_baseinfo,norm_fernandez_huerta_pred_baseinfo,norm_inflesz_pred_baseinfo,norm_exact_copy_baseinfo,norm_compression_ratio_eval_baseinfo,norm_leader_score_baseinfo,aux_quant_score_baseinfo,score_cuantitativo_integral_100_base,rank_cuantitativo_integral_baseinfo,n_textos_cualitativos_baseinfo,score_cualitativo_promedio_1_5_baseinfo,score_cualitativo_mediano_1_5_baseinfo,score_cualitativo_min_1_5_baseinfo,score_cualitativo_max_1_5_baseinfo,score_cualitativo_promedio_100_base,textos_con_regla_cero_baseinfo,promedio_fidelidad_baseinfo,promedio_comprension_baseinfo,promedio_fluidez_baseinfo,promedio_lexico_baseinfo,promedio_tono_baseinfo,promedio_estructura_baseinfo,promedio_numeros_baseinfo,rank_cualitativo_baseinfo,score_final_integral_100_base,rank_final_integral_baseinfo,version_baseinfo,delta_leader_score,delta_score_cuantitativo_integral_100,delta_score_cualitativo_promedio_100,delta_score_final_integral_100,delta_sari,delta_bertscore_f1,delta_bleu,delta_rougeL_f,delta_compression_ratio_eval,delta_exact_copy
lora_llama3_self_refine_llama3,self_refine,36,44.17351321147661,28.907552814264438,0.8688236309422387,0.6183525363817687,0.43215349504822675,0.5748643600268105,70.1479362304655,81.01056282029647,-10.86262658983099,61.727772933638825,59.599136213242105,2.1286367203967327,0.730952600909366,0.19444444444444445,0.6754715358252938,0.0,0.22858827244237323,0.4423362030859927,61.25705316457551,2,0.8938162085758001,0.5528045784050084,0.755148251162078,0.6887842474539859,0.6244355678537599,0.6575121741750054,0.0,0.2767968885455508,1.0,0.660273435284765,0.838386667465948,0.6109571351455954,72.46719013057717,3,36,4.919444444444444,5.0,4.5,5.0,98.38888888888889,0,4.722222222222222,5.0,5.0,5.0,5.0,5.0,4.777777777777778,1,85.42803950973303,3,lora_llama3,self_refine,lora_llama3,lora,36,45.340000188846574,43.80286933469419,0.8956915239493052,0.7164830679145725,0.5780174222683032,0.6868847759247666,72.74707810473795,81.01056282029647,-8.263484715558526,62.05394368587172,59.599136213242105,2.4548074726296165,0.8353162430197871,0.2777777777777778,0.8115453309455039,0.1388888888888889,0.06335244998081378,0.22193020107771066,63.031661071280155,1,1.0,1.0,1.0,1.0,1.0,1.0,0.42046170517018877,0.32504174262042074,0.2857142857142857,0.9580968391236905,1.0,0.7989314572628585,89.94657286314293,1,36,4.8805555555555555,5.0,3.5,5.0,97.61111111111111,0,4.666666666666667,4.888888888888889,5.0,5.0,5.0,4.944444444444445,4.944444444444445,3,93.77884198712702,1,base,-1.7746079067046452,-17.479382732565767,0.7777777777777715,-8.350802477393998,-1.1664869773699635,-0.02686789300706649,-14.895316520429756,-0.11202041589795608,-0.10436364211042115,-0.1388888888888889
lora_mistral_self_refine_llama3,self_refine,36,42.98321964666839,27.972753635372857,0.8708960976865556,0.6170227859368688,0.42197666069846007,0.5642244342675933,72.07997588014477,81.01056282029647,-8.930586940151713,62.58030454952663,59.599136213242105,2.981168336284534,0.7317525006752871,0.16666666666666666,0.6985695701624829,0.0,0.21193136787596029,0.42045303852801963,60.62577569546326,3,0.7854653344802055,0.5247395210201781,0.7740349985010291,0.6845670147645901,0.5982326739206366,0.6249819875032011,0.31254495708817437,0.40289729185011125,1.0,0.6625561159789144,0.78089630288939,0.637001989510704,70.8949146200047,4,36,4.8694444444444445,5.0,4.0,5.0,97.38888888888889,0,4.5,5.0,5.0,5.0,5.0,5.0,4.888888888888889,4,84.14190175444679,4,lora_mistral,self_refine,lora_mistral,lora,36,41.1761719442641,41.99582695095687,0.8919685118728213,0.709323287717988,0.5723137065947999,0.679365163395954,75.65235939939356,81.01056282029647,-5.358203420902918,63.51064345519707,59.599136213242105,3.9115072419549697,0.8686386032428581,0.25,0.8208722900001904,0.19444444444444445,0.06251003769951065,0.18166110404439703,60.384443641471314,4,0.6209721339146065,0.9457479752426156,0.9660715480133847,0.9772931385661636,0.9853143078013323,0.9770097644666358,0.89044741054531,0.5405063951709255,0.0,0.9468108610590837,0.7589182212266345,0.7850173534780057,77.196778735232,2,36,4.911111111111111,5.0,4.5,5.0,98.22222222222223,0,4.777777777777778,5.0,4.944444444444445,4.833333333333333,4.944444444444445,5.0,4.944444444444445,2,87.70950047872711,2,base,0.2413320539919468,-6.301864115227303,-0.8333333333333428,-3.567598724280316,1.8070477024042901,-0.02107241418626571,-14.02307331558401,-0.11514072912836071,-0.13688610256757106,-0.19444444444444445
